question,pmid,adaptation,sent_id,source,target,operation
4,23109000,adaptation2,7,"One area in which correlation studies between HbA1c and FPG or OGTT might shed light is in the definition of criteria for intervention in 'pre-diabetes,' as the Diabetes Prevention Program Trial did not use HbA1c.",Future studies on blood glucose tests should try to develop a guideline for doctors to treat ‘pre-diabetes’.,Generalization
4,23109000,adaptation2,8,"However, such treatment, and the exact diagnostic thresholds at which it should be initiated in children, remains unproven.","However, such treatment, and the best way to diagnose and treat ’pre-diabetes’, has not been proven.",Substitution
4,26552327,adaptation2,1,Diabetes mellitus is a common disease whose complications are severe.,Diabetes mellitus is a common disease whose side effects are severe.,Substitution
4,26552327,adaptation2,2,"For decades, the diagnosis of diabetes and prediabetes was using only fasting glucose or glucose two hours during an oral glucose tolerance test.","For decades, the diagnosis of diabetes and prediabetes was using only fasting (without food) glucose or glucose two hours during an by-mouth (oral) glucose sensitivity test.",Substitution
4,26552327,adaptation2,3,"Recently, it is possible to use HbA1c.","Recently, it is possible to use HbA1c (a simple blood sugar test).",Explanation
4,26552327,adaptation2,4,Each of these tests has advantages and limitations that must be well known by clinicians for better care for patients.,Each of these tests has pros and cons that must be well known by clinicians for better care for patients.,Substitution
4,26552327,adaptation2,5,"So they could use one, two or three of this tests to reach to a proper diagnosis.","So they could use one, two or three of this tests to reach a proper diagnosis.",Substitution
4,26552327,adaptation2,6,The aim of this article is about the strong and weak points of these tests.,This article's aim is about the strong and weak points of these tests.,Substitution
4,28639373,adaptation2,1,Objective: The objective of this study was to compare the use of hemoglobin A1C to oral glucose tolerance testing to diagnose overt type 2 diabetes in the first trimester of pregnancy.,The objective of this study was to compare the use of hemoglobin A1C (a simple blood sugar test) to oral (by-mouth) glucose sensitivity (tolerance) testing to diagnose before-birth type 2 diabetes in the first trimester of pregnancy.,Explanation
4,28639373,adaptation2,2,The study used a nonexperimental descriptive design to compare the use of the hemoglobin A1C test results to oral glucose tolerance test results.,The study used a nonexperimental design to compare the use of the hemoglobin A1C test results to oral glucose tolerance test results.,Substitution
4,28639373,adaptation2,3,Methods: The study used a sample of 45 women at high risk for type 2 diabetes in the first trimester of pregnancy.,The study's methods included a sample of 45 women at high risk for type 2 diabetes in the first trimester of pregnancy.,Substitution
4,28639373,adaptation2,4,Participants were consented to draw a hemoglobin A1C with their ordered oral glucose tolerance testing for comparison of the two tests' ability to diagnose overt type 2 diabetes.,Participants volunteered to draw a hemoglobin A1C with their oral glucose tolerance testing for comparison of the two tests' ability to diagnose type 2 diabetes.,Substitution
4,28639373,adaptation2,5,Results: Hemoglobin A1C tests were highly positively correlated with oral glucose tolerance testing for diagnosis of type 2 diabetes in women in the first trimester of pregnancy.,"For the study's results, hemoglobin A1C tests were highly linked with oral glucose tolerance testing for diagnosis of type 2 diabetes in women in the first trimester of pregnancy.",Substitution
4,28639373,adaptation2,6,Conclusion: The research provides beginning evidence that the hemoglobin A1C should be considered as a first-tier diagnostic test for overt type 2 diabetes in the first trimester of pregnancy.,"In conclusion, the research provides beginning evidence that the hemoglobin A1C should be considered as an important diagnostic test for before-birth type 2 diabetes in the first trimester of pregnancy.",Substitution
4,30259503,adaptation2,1,Introduction: Maturity onset diabetes of the young (MODY) is a rare form of monogenic diabetes.,The study's introduction states that the maturity onset diabetes of the young (MODY) is a rare form of single-gene-causing diabetes.,Explanation
4,30259503,adaptation2,2,"Being clinically and genetically heterogeneous, it is often misdiagnosed as type 1 or type 2 diabetes, leading to inappropriate therapy.","Being clinically and genetically diverse, it is often misdiagnosed as type 1 or type 2 diabetes, leading to inappropriate therapy.",Substitution
4,30259503,adaptation2,3,MODY is caused by a single gene mutation.,MODY is caused by a single gene mutation.,Substitution
4,30259503,adaptation2,4,"Thirteen genes, defining 13 subtypes, have been identified to cause MODY.","Thirteen genes, defining 13 types, have been identified to cause MODY.",Substitution
4,30259503,adaptation2,5,"A correct diagnosis is important for the right therapy, prognosis, and genetic counselling.","A correct diagnosis is important for the right therapy, recovery, and genetic counselling.",Substitution
4,30259503,adaptation2,6,Material and methods: Twenty-nine unrelated paediatric patients clinically suspected of having MODY diabetes were analysed using TruSight One panel for next-generation sequencing (NGS) and multiplex ligation-dependent probe amplification (MLPA) assay.,The study's material and methods include twenty-nine unrelated child patients clinically suspected of having MODY diabetes analysed with DNA sequencing.,Generalization
4,30259503,adaptation2,7,Results: In this study we identified variants in MODY genes in 22 out of 29 patients (75.9%).,"As the results in this study, we identified different types in MODY genes in 22 out of 29 patients (75.9%).",Explanation
4,30259503,adaptation2,8,"Using two genetic tests, NGS and MLPA, we detected both single nucleotide variants and large deletions in patients.","Using two genetic tests termed NGS and MLPA, we detected both small mutation types and large gene deletions in patients.",Substitution
